 2016-07-18 03:08:47,374 [P10300/D2/T126] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-07-17 03:08:47
 2016-07-18 07:08:47,392 [P10300/D2/T126] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-07-17 07:08:47
 2016-07-18 10:15:18,979 [P12428/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.4.3 application starting on APPLIED-PC
 2016-07-18 10:15:19,091 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-07-18 10:15:19,106 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 14ms)
 2016-07-18 10:15:19,220 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-07-18 10:15:19,647 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 426ms)
 2016-07-18 10:15:19,811 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-07-18 10:15:19,812 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 1ms)
 2016-07-18 10:15:19,812 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-07-18 10:15:19,814 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 1ms)
 2016-07-18 10:15:19,826 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-07-18 10:15:19,828 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
 2016-07-18 10:15:19,829 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-07-18 10:15:19,908 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 78ms)
 2016-07-18 10:15:20,028 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-07-18 10:15:20,029 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 0ms)
 2016-07-18 10:15:20,029 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-07-18 10:15:20,030 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2016-07-18 10:15:21,090 [P12428/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 10:15:21,475 [P12428/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 10:15:21,578 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-07-18 10:15:21,580 [P12428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 1ms)
 2016-07-18 10:15:21,959 [P12428/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 10:15:22,051 [P12428/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-07-18 10:15:22,221 [P12428/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-07-18 10:15:22,333 [P12428/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-07-18 10:15:22,338 [P12428/D2/T1] INFO  Umbraco.Forms.Core.Cache.CacheEventHandler - Initializing Umbraco Forms Events to trigger Cache Refreshers
 2016-07-18 10:15:22,351 [P12428/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 3439ms)
 2016-07-18 10:15:28,659 [P12428/D2/T10] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53123/umbraco (UmbracoModule request)
 2016-07-18 10:15:29,017 [P12428/D2/T10] INFO  umbraco.content - Load Xml from file...
 2016-07-18 10:15:29,029 [P12428/D2/T10] INFO  umbraco.content - Loaded Xml from file.
 2016-07-18 10:15:29,652 [P12428/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-07-18 10:15:29,653 [P12428/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 1ms)
 2016-07-18 10:15:57,469 [P12428/D2/T5] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username gray@appliedimagination.com from IP address ::1
 2016-07-18 10:15:57,470 [P12428/D2/T5] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: gray@appliedimagination.com logged in from IP address ::1
 2016-07-18 10:15:57,769 [P12428/D2/T16] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-07-18 10:15:57,780 [P12428/D2/T16] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 11ms)
 2016-07-18 10:15:57,861 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-07-18 10:15:57,876 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 14ms)
 2016-07-18 10:15:57,923 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-07-18 10:15:57,938 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 14ms)
 2016-07-18 10:15:57,949 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-07-18 10:15:57,949 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-07-18 10:15:57,952 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-07-18 10:15:57,961 [P12428/D2/T5] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 9ms)
 2016-07-18 10:16:18,088 [P12428/D2/T5] ERROR dashboardUtilities.FeedProxy - Exception occurred
System.Net.WebException: The remote server returned an error: (404) Not Found.
   at System.Net.WebClient.DownloadDataInternal(Uri address, WebRequest& request)
   at System.Net.WebClient.DownloadString(Uri address)
   at dashboardUtilities.FeedProxy.Page_Load(Object sender, EventArgs e)
 2016-07-18 10:16:29,187 [P12428/D2/T15] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-07-17 10:16:29
 2016-07-18 10:35:30,231 [P12428/D2/T58] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: gray@appliedimagination.com, IP Address: ::1
 2016-07-18 10:37:55,957 [P12428/D2/T74] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username gray@appliedimagination.com from IP address ::1
 2016-07-18 10:37:55,957 [P12428/D2/T74] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: gray@appliedimagination.com logged in from IP address ::1
 2016-07-18 10:57:29,228 [P12428/D2/T10] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: gray@appliedimagination.com, IP Address: ::1
 2016-07-18 12:06:41,153 [P4536/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.4.3 application starting on APPLIED-PC
 2016-07-18 12:06:41,181 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-07-18 12:06:41,195 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 14ms)
 2016-07-18 12:06:41,244 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-07-18 12:06:41,501 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 256ms)
 2016-07-18 12:06:41,512 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-07-18 12:06:41,518 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 5ms)
 2016-07-18 12:06:41,518 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-07-18 12:06:41,525 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 6ms)
 2016-07-18 12:06:41,536 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-07-18 12:06:41,541 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 5ms)
 2016-07-18 12:06:41,542 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-07-18 12:06:41,561 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 19ms)
 2016-07-18 12:06:41,596 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-07-18 12:06:41,602 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 5ms)
 2016-07-18 12:06:41,602 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-07-18 12:06:41,609 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 6ms)
 2016-07-18 12:06:42,433 [P4536/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 12:06:42,702 [P4536/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 12:06:42,718 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-07-18 12:06:42,727 [P4536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 8ms)
 2016-07-18 12:06:43,111 [P4536/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 12:06:43,198 [P4536/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-07-18 12:06:43,210 [P4536/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-07-18 12:06:43,296 [P4536/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-07-18 12:06:43,300 [P4536/D2/T1] INFO  Umbraco.Forms.Core.Cache.CacheEventHandler - Initializing Umbraco Forms Events to trigger Cache Refreshers
 2016-07-18 12:06:43,311 [P4536/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2222ms)
 2016-07-18 12:06:44,222 [P4536/D2/T6] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53123/umbraco (UmbracoModule request)
 2016-07-18 12:06:44,552 [P4536/D2/T6] INFO  umbraco.content - Load Xml from file...
 2016-07-18 12:06:44,555 [P4536/D2/T6] INFO  umbraco.content - Loaded Xml from file.
 2016-07-18 12:06:45,081 [P4536/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-07-18 12:06:45,095 [P4536/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 13ms)
 2016-07-18 12:06:48,952 [P4536/D2/T6] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2016-07-18 13:21:41,402 [P12764/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.4.3 application starting on APPLIED-PC
 2016-07-18 13:21:41,568 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-07-18 13:21:41,581 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 13ms)
 2016-07-18 13:21:41,735 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-07-18 13:21:42,156 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 421ms)
 2016-07-18 13:21:42,486 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-07-18 13:21:42,487 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
 2016-07-18 13:21:42,487 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-07-18 13:21:42,488 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 1ms)
 2016-07-18 13:21:42,499 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-07-18 13:21:42,501 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 1ms)
 2016-07-18 13:21:42,501 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-07-18 13:21:42,582 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 81ms)
 2016-07-18 13:21:42,728 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-07-18 13:21:42,729 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 0ms)
 2016-07-18 13:21:42,729 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-07-18 13:21:42,730 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2016-07-18 13:21:43,832 [P12764/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 13:21:44,100 [P12764/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 13:21:44,196 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-07-18 13:21:44,197 [P12764/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 1ms)
 2016-07-18 13:21:44,594 [P12764/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-07-18 13:21:44,684 [P12764/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
